company_name,ticker,exchange,sector,industry,status,ipo_date,issue_price,price_band_low,price_band_high,listing_price,current_price,offer_size,market_cap_at_ipo,current_market_cap,gmp,subscription,ai_score,ai_rating,ai_confidence,source,country
H.M. Electro,,BSE,,,listed,2025-01-31,,75.0,75.0,,51.55,,,103.0,,,55.2,Weak IPO,Low,ipo_data.json,
CLN Energy,,BSE,,,listed,2025-01-30,,250.0,250.0,,403.0,,,264.0,,,55.2,Weak IPO,Low,ipo_data.json,
Laxmi Goldorna,,BSE,,,listed,2023-11-10,,56.0,56.0,,241.3,,,282.0,,,55.2,Weak IPO,Low,ipo_data.json,
Tata Elxsi Ltd,TATAELXSI,NSE,Technology,Software,listed,2001-01-01,,,,,,,,,,,55.2,Weak IPO,Low,expansion_db,IN
Aditya Birla Fashion & Retail,ABFRL,NSE,Consumer Cyclical,Apparel,listed,2015-01-01,,,,,,,,,,,55.2,Weak IPO,Low,expansion_db,IN
Game Changers,,BSE,,,listed,2025-11-04,,102.0,102.0,,104.55,,,183.0,,,55.1,Weak IPO,Low,ipo_data.json,
Sugs Lloyd,,BSE,,,listed,2025-09-05,,123.0,123.0,,120.0,,,286.0,,,55.1,Weak IPO,Low,ipo_data.json,
Chandan Healthca,,BSE,,,listed,2025-02-17,,159.0,159.0,,236.7,,,389.0,,,55.1,Weak IPO,Low,ipo_data.json,
Premier Roadline,,BSE,,,listed,2024-05-17,,67.0,67.0,,45.6,,,153.0,,,55.1,Weak IPO,Low,ipo_data.json,
Signoria Creatio,,BSE,,,listed,2024-03-19,,65.0,65.0,,57.0,,,31.0,,,55.1,Weak IPO,Low,ipo_data.json,
GPT Healthcare,,BSE,,,listed,2024-02-29,,186.0,186.0,,149.64,,,1526.0,,,55.1,Weak IPO,Low,ipo_data.json,
Divis Laboratories Ltd,DIVISLAB,NSE,Healthcare,Pharmaceuticals,listed,1999-01-01,,,,,,,,,,,55.1,Weak IPO,Low,expansion_db,IN
Bumble Inc.,BMBL,NASDAQ,Technology,Software,listed,2021-01-01,,,,,,,,,,,55.1,Weak IPO,Low,expansion_db,US
Khoobsurat Ltd,KHOOB,NSE,Consumer Cyclical,Apparel,listed,2024-01-01,,,,,,,,,,,55.1,Weak IPO,Low,expansion_db,IN
Megastar Foods Ltd,MEGASTAR,NSE,Consumer Defensive,Food,listed,2024-01-01,,,,,,,,,,,55.1,Weak IPO,Low,expansion_db,IN
RMC Switchgears Ltd,RMCSWITCH,NSE,Industrials,Electrical Equipment,listed,2024-01-01,,,,,,,,,,,55.1,Weak IPO,Low,expansion_db,IN
Simca Advertis.,,BSE,,,listed,2026-05-15,,183.0,183.0,,135.9,,,219.0,,,55.0,Weak IPO,Low,ipo_data.json,
Ameenji Rubber,,BSE,,,listed,2025-10-06,,100.0,100.0,,146.0,,,113.0,,,55.0,Weak IPO,Low,ipo_data.json,
Vikran Engg.,,BSE,,,listed,2025-09-03,,97.0,97.0,,70.26,,,2502.0,,,55.0,Weak IPO,Low,ipo_data.json,
Shree Cement Ltd,SHREECEM,NSE,Basic Materials,Cement,listed,2003-01-01,,,,,,,,,,,55.0,Weak IPO,Low,expansion_db,IN
Svarnim Trade Udyog Ltd,STUL,NSE,Consumer Cyclical,Trading,listed,2007-01-01,,,,,,,,,,,55.0,Weak IPO,Low,expansion_db,IN
Baba Arts Ltd,BABAARTS,NSE,Communication,Entertainment,listed,2007-01-01,,,,,,,,,,,55.0,Weak IPO,Low,expansion_db,IN
Dhanuka Agritech Ltd,DHANUKA,NSE,Basic Materials,Fertilizers,listed,2003-01-01,,,,,,,,,,,55.0,Weak IPO,Low,expansion_db,IN
Gabion Technol.,,BSE,,,listed,2026-01-13,,81.0,81.0,,66.0,,,110.0,,,54.9,Weak IPO,Low,ipo_data.json,
Workmates Core2,,BSE,,,listed,2025-11-18,,204.0,204.0,,308.3,,,264.0,,,54.9,Weak IPO,Low,ipo_data.json,
Jaro Institute,,BSE,,,listed,2025-09-30,,889.0,889.0,,572.4,,,1972.0,,,54.9,Weak IPO,Low,ipo_data.json,
Ganesh Consumer,,BSE,,,listed,2025-09-29,,322.0,322.0,,208.92,,,1301.0,,,54.9,Weak IPO,Low,ipo_data.json,
Shringar House,,BSE,,,listed,2025-09-17,,165.0,165.0,,209.1,,,1591.0,,,54.9,Weak IPO,Low,ipo_data.json,
Crizac,,BSE,,,listed,2025-07-09,,245.0,245.0,,214.38,,,4287.0,,,54.9,Weak IPO,Low,ipo_data.json,
Ideal Technopl.,,BSE,,,listed,2024-08-28,,121.0,121.0,,190.0,,,60.0,,,54.9,Weak IPO,Low,ipo_data.json,
Ahasolar Technol,,BSE,,,listed,2023-07-21,,157.0,157.0,,78.06,,,48.0,,,54.9,Weak IPO,Low,ipo_data.json,
PepsiCo Inc.,PEP,NASDAQ,Consumer Defensive,Beverages,listed,,,,,,,,,,,,54.9,Weak IPO,Low,ipo_data.json,
Power Grid Corp of India,POWERGRID,NSE,Utilities,Electric Utilities,listed,2007-01-01,,,,,,,,,,,54.9,Weak IPO,Low,expansion_db,IN
Indian Oil Corporation,IOC,NSE,Energy,Oil & Gas,listed,1996-01-01,,,,,,,,,,,54.9,Weak IPO,Low,expansion_db,IN
Britannia Industries Ltd,BRITANNIA,NSE,Consumer Defensive,Food,listed,1918-01-01,,,,,,,,,,,54.9,Weak IPO,Low,expansion_db,IN
Astral Poly Technik,ASTRAL,NSE,Industrials,Plumbing,listed,2007-01-01,,,,,,,,,,,54.9,Weak IPO,Low,expansion_db,IN
Poly Medicure Ltd,POLYMED,NSE,Healthcare,Medical Devices,listed,2007-01-01,,,,,,,,,,,54.9,Weak IPO,Low,expansion_db,IN
Iconic Fashion India Ltd,ICONICFASH,NSE,Consumer Cyclical,Apparel,listed,2024-01-01,,,,,,,,,,,54.9,Weak IPO,Low,expansion_db,IN
Electrosteel Castings Ltd,ELECTCAST,NSE,Basic Materials,Steel,listed,2003-01-01,,,,,,,,,,,54.9,Weak IPO,Low,expansion_db,IN
Essex Marine,,BSE,,,listed,2025-08-11,,54.0,54.0,,44.96,,,82.0,,,54.8,Weak IPO,Low,ipo_data.json,
Greenchef Appli.,,BSE,,,listed,2023-07-06,,87.0,87.0,,51.7,,,202.0,,,54.8,Weak IPO,Low,ipo_data.json,
HAL (Hindustan Aeronautics),HAL,NSE,Industrials,Aerospace & Defense,listed,2018-01-01,,,,,,,,,,,54.8,Weak IPO,Low,expansion_db,IN
Shriram Transport Finance,SHRIRAMFIN,NSE,Financial,Financial Services,listed,1995-01-01,,,,,,,,,,,54.8,Weak IPO,Low,expansion_db,IN
Zydus Lifesciences Ltd,ZYDUSLIFE,NSE,Healthcare,Pharmaceuticals,listed,2003-01-01,,,,,,,,,,,54.8,Weak IPO,Low,expansion_db,IN
Khaitan India Ltd,KHAITANIND,NSE,Consumer Cyclical,Consumer Electronics,listed,2024-01-01,,,,,,,,,,,54.8,Weak IPO,Low,expansion_db,IN
MegaTech Polycon Ltd,MEGATECH,NSE,Industrials,Packaging,listed,2024-01-01,,,,,,,,,,,54.8,Weak IPO,Low,expansion_db,IN
Riba Textiles Ltd,RIBATEXTIL,NSE,Consumer Cyclical,Textiles,listed,2024-01-01,,,,,,,,,,,54.8,Weak IPO,Low,expansion_db,IN
Citichem India,,BSE,,,listed,2025-01-03,,70.0,70.0,,17.2,,,48.0,,,54.7,Weak IPO,Low,ipo_data.json,
Faalcon Concepts,,BSE,,,listed,2024-04-26,,43.0,43.0,,38.0,,,42.0,,,54.7,Weak IPO,Low,ipo_data.json,
Veefin Solutions,,BSE,,,listed,2023-07-05,,72.0,72.0,,312.55,,,185.0,,,54.7,Weak IPO,Low,ipo_data.json,
Tesla Inc.,TSLA,NASDAQ,Consumer Cyclical,Auto Manufacturers,listed,,,,,,,,,,,,54.7,Weak IPO,Low,ipo_data.json,
Recruit Holdings Co.,RCRRF,OTC,Industrials,Staffing,listed,,,,,,,,,,,,54.7,Weak IPO,Low,ipo_data.json,
Trip.com Group Ltd,9961,HKEX,Consumer Cyclical,Travel Services,listed,2021-01-01,,,,,,,,,,,54.7,Weak IPO,Low,expansion_db,CN
Dollarama Inc.,DOL,TSX,Consumer Defensive,Discount Stores,listed,2009-01-01,,,,,,,,,,,54.7,Weak IPO,Low,expansion_db,CA
Medplus Health Services Ltd,MEDPLUS,NSE,Healthcare,Pharmaceuticals,listed,2021-01-01,,,,,,,,,,,54.7,Weak IPO,Low,expansion_db,IN
Deutsche Boerse AG,DB1,XETRA,Financial,Financial Services,listed,2001-01-01,,,,,,,,,,,54.7,Weak IPO,Low,expansion_db,DE
HRS Aluglaze,,BSE,,,listed,2025-12-18,,96.0,96.0,,244.5,,,185.0,,,54.6,Weak IPO,Low,ipo_data.json,
Vijaypd Ceutical,,BSE,,,listed,2025-10-07,,35.0,35.0,,90.7,,,68.0,,,54.6,Weak IPO,Low,ipo_data.json,
Icon Facil.,,BSE,,,listed,2025-07-01,,91.0,91.0,,55.06,,,72.0,,,54.6,Weak IPO,Low,ipo_data.json,
Monolithisch Ind,,BSE,,,listed,2025-06-19,,143.0,143.0,,641.15,,,311.0,,,54.6,Weak IPO,Low,ipo_data.json,
Godavari Bioref.,,BSE,,,listed,2024-10-30,,352.0,352.0,,276.75,,,1801.0,,,54.6,Weak IPO,Low,ipo_data.json,
Cipla Ltd,CIPLA,NSE,Healthcare,Pharmaceuticals,listed,1945-01-01,,,,,,,,,,,54.6,Weak IPO,Low,expansion_db,IN
Rail Vikas Nigam Ltd,RVNL,NSE,Industrials,Infrastructure,listed,2019-01-01,,,,,,,,,,,54.6,Weak IPO,Low,expansion_db,IN
NLC India Ltd,NLCINDIA,NSE,Energy,Coal,listed,2010-01-01,,,,,,,,,,,54.6,Weak IPO,Low,expansion_db,IN
GrubHub Inc.,GRUB,NYSE,Technology,Software,listed,2014-01-01,,,,,,,,,,,54.6,Weak IPO,Low,expansion_db,US
Mobilise App,,BSE,,,listed,2026-03-02,,80.0,80.0,,107.0,,,76.0,,,54.5,Weak IPO,Low,ipo_data.json,
Current Infra.,,BSE,,,listed,2025-09-03,,80.0,80.0,,111.5,,,153.0,,,54.5,Weak IPO,Low,ipo_data.json,
Usha Financial,,BSE,,,listed,2024-10-31,,84.0,84.0,,33.95,,,365.0,,,54.5,Weak IPO,Low,ipo_data.json,
Magson Retail,,BSE,,,listed,2023-07-06,,39.0,39.0,,170.0,,,51.0,,,54.5,Weak IPO,Low,ipo_data.json,
Zuari Agro Chemicals Ltd,ZUARI,NSE,Basic Materials,Fertilizers,listed,2003-01-01,,,,,,,,,,,54.5,Weak IPO,Low,expansion_db,IN
Bajel Projects Ltd,BAJEL,NSE,Industrials,Engineering,listed,2024-01-01,,,,,,,,,,,54.5,Weak IPO,Low,expansion_db,IN
Vidya Wires,,BSE,,,listed,2025-12-10,,52.0,52.0,,93.62,,,1106.0,,,54.4,Weak IPO,Low,ipo_data.json,
International Ge,,BSE,,,listed,2024-12-20,,417.0,417.0,,368.4,,,18021.0,,,54.4,Weak IPO,Low,ipo_data.json,
Infollion Resea.,,BSE,,,listed,2023-06-08,,82.0,82.0,,179.1,,,79.0,,,54.4,Weak IPO,Low,ipo_data.json,
Manipal Payment and Identity Solutions,MPIS,NSE,,,upcoming,–,,,,,,,,,,,54.4,Weak IPO,Low,ipos.json,India
National Aluminium Co Ltd,NATIONALUM,NSE,Basic Materials,Metals & Mining,listed,1999-01-01,,,,,,,,,,,54.4,Weak IPO,Low,expansion_db,IN
Jindal Stainless Ltd,JSL,NSE,Basic Materials,Steel,listed,2003-01-01,,,,,,,,,,,54.4,Weak IPO,Low,expansion_db,IN
Aditya Birla Capital Ltd,ABCAPITAL,NSE,Financial,Financial Services,listed,2017-01-01,,,,,,,,,,,54.4,Weak IPO,Low,expansion_db,IN
Inox Wind Energy Ltd,INOXWIND,NSE,Utilities,Renewable Energy,listed,2021-01-01,,,,,,,,,,,54.4,Weak IPO,Low,expansion_db,IN
Kasturi Metal,,BSE,,,listed,2026-02-03,,64.0,64.0,,50.0,,,67.0,,,54.3,Weak IPO,Low,ipo_data.json,
Munish Forge,,BSE,,,listed,2025-10-08,,96.0,96.0,,60.8,,,231.0,,,54.3,Weak IPO,Low,ipo_data.json,
Vraj Iron,,BSE,,,listed,2024-07-03,,207.0,207.0,,124.09,,,683.0,,,54.3,Weak IPO,Low,ipo_data.json,
Apna,APNA,NSE,,,upcoming,2026-09-20,,.180,.210,,,"Rs.1,500 Cr",,,,,54.3,Weak IPO,Low,ipos.json,India
KEC International Ltd,KEC,NSE,Industrials,Infrastructure,listed,2003-01-01,,,,,,,,,,,54.3,Weak IPO,Low,expansion_db,IN
Recode Studios,,BSE,,,listed,2026-05-12,,158.0,158.0,,179.7,,,168.0,,,54.2,Weak IPO,Low,ipo_data.json,
Identical Brains,,BSE,,,listed,2024-12-26,,54.0,54.0,,17.3,,,76.0,,,54.2,Weak IPO,Low,ipo_data.json,
Essen Speciality,,BSE,,,listed,2023-07-06,,89.0,89.0,,123.95,,,221.0,,,54.2,Weak IPO,Low,ipo_data.json,
LVMH Moet Hennessy,MC,EURONEXT,Consumer Cyclical,Luxury Goods,listed,,,,,,,,,,,,54.2,Weak IPO,Low,ipo_data.json,
WhiteHawk Income (WhiteHawk Minerals),WHK,NASDAQ,,,upcoming,2026-06-05,,25.00,27.00,,,$179.4M,,,,,54.2,Weak IPO,Low,ipos.json,USA
MakeMyTrip,MAKEMYTRIP,NSE,,,upcoming,–,,,,,,,,,,,54.2,Weak IPO,Low,ipos.json,India
Rishabh Digha Steel,RISHABHDIG,NSE,Basic Materials,Steel,listed,2024-01-01,,,,,,,,,,,54.2,Weak IPO,Low,expansion_db,IN
Venus Pipes & Tubes Ltd,VENUSPIPES,NSE,Industrials,Steel,listed,2022-01-01,,,,,,,,,,,54.2,Weak IPO,Low,expansion_db,IN
Vidli Restaurants Ltd,VIDLI,NSE,Consumer Cyclical,Restaurants,listed,2024-01-01,,,,,,,,,,,54.2,Weak IPO,Low,expansion_db,IN
Apollo Techno,,BSE,,,listed,2025-12-31,,130.0,130.0,,91.0,,,178.0,,,54.1,Weak IPO,Low,ipo_data.json,
Seshaasai Tech.,,BSE,,,listed,2025-09-30,,423.0,423.0,,266.65,,,6844.0,,,54.1,Weak IPO,Low,ipo_data.json,
Nacdac Infra.,,BSE,,,listed,2024-12-24,,35.0,35.0,,28.0,,,37.0,,,54.1,Weak IPO,Low,ipo_data.json,
Emmforce Auto.,,BSE,,,listed,2024-04-30,,98.0,98.0,,113.0,,,201.0,,,54.1,Weak IPO,Low,ipo_data.json,
J.G.Chemicals,,BSE,,,listed,2024-03-13,,221.0,221.0,,417.35,,,866.0,,,54.1,Weak IPO,Low,ipo_data.json,
Newjaisa Tech,,BSE,,,listed,2023-10-05,,46.0,46.0,,16.25,,,166.0,,,54.1,Weak IPO,Low,ipo_data.json,
Unihealth Hosp,,BSE,,,listed,2023-09-21,,128.0,128.0,,457.8,,,203.0,,,54.1,Weak IPO,Low,ipo_data.json,
M R Maniveni Foods,MANIVENI,NSE,,,listed,2026-06-01,,51,52,,,,,,,,54.1,Weak IPO,Low,ipos.json,India
Oil India Ltd,OIL,NSE,Energy,Oil & Gas,listed,2009-01-01,,,,,,,,,,,54.1,Weak IPO,Low,expansion_db,IN
Kiwitech Solutions Ltd,KIWITECH,NSE,Technology,Software,listed,2024-01-01,,,,,,,,,,,54.1,Weak IPO,Low,expansion_db,IN
Victory Ele.,,BSE,,,listed,2026-01-14,,41.0,41.0,,18.25,,,99.0,,,54.0,Weak IPO,Low,ipo_data.json,
Wagons Learning,,BSE,,,listed,2025-05-09,,,,,,,,128.0,,,54.0,Weak IPO,Low,ipo_data.json,
Stallion India,,BSE,,,listed,2025-01-23,,62.0,62.0,,189.9,,,714.0,,,54.0,Weak IPO,Low,ipo_data.json,
Shree Karni,,BSE,,,listed,2024-03-14,,222.0,222.0,,422.5,,,161.0,,,54.0,Weak IPO,Low,ipo_data.json,
Service Care Ltd,,BSE,,,listed,2023-07-26,,58.0,58.0,,50.65,,,77.0,,,54.0,Weak IPO,Low,ipo_data.json,
L&T Finance Holdings,LICHSGFIN,NSE,Financial,Financial Services,listed,2004-01-01,,,,,,,,,,,54.0,Weak IPO,Low,expansion_db,IN
Cava Group Inc.,CAVA,NYSE,Consumer Cyclical,Restaurants,listed,2023-01-01,,,,,,,,,,,54.0,Weak IPO,Low,expansion_db,US
Inducto Steel Ltd,INDUCTO,NSE,Basic Materials,Steel,listed,2024-01-01,,,,,,,,,,,54.0,Weak IPO,Low,expansion_db,IN
Lloyds Metals & Energy Ltd,LLOYDSME,NSE,Basic Materials,Metals & Mining,listed,2007-01-01,,,,,,,,,,,54.0,Weak IPO,Low,expansion_db,IN
Retina Paints & Coatings,RETINA,NSE,Basic Materials,Chemicals,listed,2024-01-01,,,,,,,,,,,54.0,Weak IPO,Low,expansion_db,IN
Rajesh Power,,BSE,,,listed,2024-12-02,,335.0,335.0,,847.4,,,603.0,,,53.9,Weak IPO,Low,ipo_data.json,
My Mudra Fin.,,BSE,,,listed,2024-09-12,,110.0,110.0,,76.8,,,125.0,,,53.9,Weak IPO,Low,ipo_data.json,
Sati Poly,,BSE,,,listed,2024-07-22,,130.0,130.0,,36.15,,,64.0,,,53.9,Weak IPO,Low,ipo_data.json,
Sona Machinery,,BSE,,,listed,2024-03-13,,143.0,143.0,,34.3,,,196.0,,,53.9,Weak IPO,Low,ipo_data.json,
Sahara Maritime,,BSE,,,listed,2023-12-26,,81.0,81.0,,18.3,,,25.0,,,53.9,Weak IPO,Low,ipo_data.json,
Liftoff Mobile (April 2026),LFTO,NASDAQ,,,upcoming,2026-06-04,,20.00,22.00,,,$399.0M,,,,,53.9,Weak IPO,Low,ipos.json,USA
Sunshine Silver Mining & Refining,SSMR,NASDAQ,,,upcoming,2026-06-04,,13.50,16.50,,,$300.0M,,,,,53.9,Weak IPO,Low,ipos.json,USA
Astral Ltd,ASTRAL,NSE,Industrials,Building Materials,listed,2007-01-01,,,,,,,,,,,53.9,Weak IPO,Low,expansion_db,IN
Deepak Fertilisers & Petro,DEEPAKFERT,NSE,Basic Materials,Fertilizers,listed,1995-01-01,,,,,,,,,,,53.9,Weak IPO,Low,expansion_db,IN
Kenvue Inc.,KVUE,NYSE,Consumer Defensive,Personal Care,listed,2023-01-01,,,,,,,,,,,53.9,Weak IPO,Low,expansion_db,US
Indo Farm Equipment Ltd,INDOFARM,NSE,Industrials,Farm Equipment,listed,2024-01-01,,,,,,,,,,,53.9,Weak IPO,Low,expansion_db,IN
Konstelec Engineers Ltd,KONSTELEC,NSE,Industrials,Engineering,listed,2024-01-01,,,,,,,,,,,53.9,Weak IPO,Low,expansion_db,IN
Curis Lifescien.,,BSE,,,listed,2025-11-14,,128.0,128.0,,112.0,,,103.0,,,53.8,Weak IPO,Low,ipo_data.json,
Sheel Bio.,,BSE,,,listed,2025-10-08,,63.0,63.0,,47.1,,,128.0,,,53.8,Weak IPO,Low,ipo_data.json,
Matrix Geo Sol.,,BSE,,,listed,2025-09-30,,104.0,104.0,,68.35,,,152.0,,,53.8,Weak IPO,Low,ipo_data.json,
Shri Hare-Krish.,,BSE,,,listed,2025-07-01,,59.0,59.0,,38.0,,,113.0,,,53.8,Weak IPO,Low,ipo_data.json,
Arunaya Organics,,BSE,,,listed,2025-05-07,,58.0,58.0,,20.05,,,102.0,,,53.8,Weak IPO,Low,ipo_data.json,
Eleganz Interior,,BSE,,,listed,2025-02-14,,130.0,130.0,,82.0,,,294.0,,,53.8,Weak IPO,Low,ipo_data.json,
Unilex Colour &amp;C,,BSE,,,listed,2024-10-03,,87.0,87.0,,27.5,,,118.0,,,53.8,Weak IPO,Low,ipo_data.json,
Trust Fintech,,BSE,,,listed,2024-04-04,,101.0,101.0,,31.55,,,241.0,,,53.8,Weak IPO,Low,ipo_data.json,
Crop Life Scienc,,BSE,,,listed,2023-08-30,,52.0,52.0,,44.0,,,89.0,,,53.8,Weak IPO,Low,ipo_data.json,
Accenture plc,ACN,NYSE,Technology,Consulting,listed,,,,,,,,,,,,53.8,Weak IPO,Low,ipo_data.json,
Thermax Ltd,THERMAX,NSE,Industrials,Industrial Equipment,listed,1995-01-01,,,,,,,,,,,53.8,Weak IPO,Low,expansion_db,IN
NCC Ltd,NCC,NSE,Industrials,Construction,listed,2003-01-01,,,,,,,,,,,53.8,Weak IPO,Low,expansion_db,IN
HMA Agro Industries Ltd,HMAAGRO,NSE,Consumer Defensive,Food,listed,2023-01-01,,,,,,,,,,,53.8,Weak IPO,Low,expansion_db,IN
Sirca Paint India Ltd,SIRCAPAINT,NSE,Basic Materials,Chemicals,listed,2024-01-01,,,,,,,,,,,53.8,Weak IPO,Low,expansion_db,IN
Mahindra Lifespace Dev Ltd,MAHLIFE,NSE,Real Estate,Real Estate Development,listed,2007-01-01,,,,,,,,,,,53.8,Weak IPO,Low,expansion_db,IN
Accord Transformer,,BSE,,,listed,2026-03-02,,46.0,46.0,,59.88,,,95.0,,,53.7,Weak IPO,Low,ipo_data.json,
Jainik Power,,BSE,,,listed,2025-06-17,,110.0,110.0,,133.2,,,158.0,,,53.7,Weak IPO,Low,ipo_data.json,
Orient Tech.,,BSE,,,listed,2024-08-28,,187.0,187.0,,263.05,,,858.0,,,53.7,Weak IPO,Low,ipo_data.json,
Gopal Snacks,,BSE,,,listed,2024-03-14,,401.0,401.0,,284.65,,,4997.0,,,53.7,Weak IPO,Low,ipo_data.json,
Mayank Cattle Fo,,BSE,,,listed,2024-02-05,,108.0,108.0,,202.5,,,58.0,,,53.7,Weak IPO,Low,ipo_data.json,
Happy Forgings,,BSE,,,listed,2023-12-27,,849.0,849.0,,1388.0,,,8007.0,,,53.7,Weak IPO,Low,ipo_data.json,
BW Industrial Holdings,BWGC,NASDAQ,,,upcoming,2026-06-09,,6.00,7.00,,,$17.1M,,,,,53.7,Weak IPO,Low,ipos.json,USA
Restaurant Brands Asia,RBA,NSE,Consumer Cyclical,Restaurants,listed,2021-01-01,,,,,,,,,,,53.7,Weak IPO,Low,expansion_db,IN
Technichem Org.,,BSE,,,listed,2025-01-07,,55.0,55.0,,38.66,,,95.0,,,53.6,Weak IPO,Low,ipo_data.json,
Lamosaic India,,BSE,,,listed,2024-11-29,,200.0,200.0,,33.7,,,207.0,,,53.6,Weak IPO,Low,ipo_data.json,
Dhariwalcorp,,BSE,,,listed,2024-08-08,,10.0,10.0,,30.9,,,95.0,,,53.6,Weak IPO,Low,ipo_data.json,
Volkswagen AG,VWAGY,OTC,Consumer Cyclical,Auto Manufacturers,listed,,,,,,,,,,,,53.6,Weak IPO,Low,ipo_data.json,
Groww,GROWW,NSE,,,upcoming,2026-08-29,,.320,.360,,,"Rs.3,500 Cr",,,,,53.6,Weak IPO,Low,ipos.json,India
APL Apollo Tubes Ltd,APLAPOLLO,NSE,Basic Materials,Steel,listed,2007-01-01,,,,,,,,,,,53.6,Weak IPO,Low,expansion_db,IN
NATCO Pharma Ltd,NATCOPHARM,NSE,Healthcare,Pharmaceuticals,listed,1995-01-01,,,,,,,,,,,53.6,Weak IPO,Low,expansion_db,IN
Hitachi Energy India Ltd,POWERINDIA,NSE,Industrials,Electrical Equipment,listed,2021-01-01,,,,,,,,,,,53.6,Weak IPO,Low,expansion_db,IN
E to E Transportation,,BSE,,,listed,2026-01-02,,174.0,174.0,,294.25,,,300.0,,,53.5,Weak IPO,Low,ipo_data.json,
Meesho,,BSE,,,listed,2025-12-10,,109.0,109.0,,165.95,,,50096.0,,,53.5,Weak IPO,Low,ipo_data.json,
L. T. Elevator,,BSE,,,listed,2025-09-19,,78.0,78.0,,242.35,,,149.0,,,53.5,Weak IPO,Low,ipo_data.json,
Saj Hotels,,BSE,,,listed,2024-10-07,,65.0,65.0,,38.95,,,105.0,,,53.5,Weak IPO,Low,ipo_data.json,
Sahasra Electro.,,BSE,,,listed,2024-10-04,,283.0,283.0,,297.4,,,707.0,,,53.5,Weak IPO,Low,ipo_data.json,
Utssav CZ Gold,,BSE,,,listed,2024-08-07,,108.0,108.0,,307.45,,,262.0,,,53.5,Weak IPO,Low,ipo_data.json,
Reliable Data,,BSE,,,listed,2024-07-10,,48.0,48.0,,145.26,,,49.0,,,53.5,Weak IPO,Low,ipo_data.json,
Pratham EPC,,BSE,,,listed,2024-03-18,,73.0,73.0,,120.25,,,133.0,,,53.5,Weak IPO,Low,ipo_data.json,
Inspire Films,,BSE,,,listed,2023-10-05,,59.0,59.0,,10.05,,,80.0,,,53.5,Weak IPO,Low,ipo_data.json,
Pentagon Rubber,,BSE,,,listed,2023-07-07,,70.0,70.0,,56.5,,,54.0,,,53.5,Weak IPO,Low,ipo_data.json,
Dr. Reddy's Labs Ltd,DRREDDY,NSE,Healthcare,Pharmaceuticals,listed,1994-01-01,,,,,,,,,,,53.5,Weak IPO,Low,expansion_db,IN
Grasim Industries Ltd,GRASIM,NSE,Basic Materials,Cement,listed,1947-01-01,,,,,,,,,,,53.5,Weak IPO,Low,expansion_db,IN
Archean Chemical Industries,ARCHEAN,NSE,Basic Materials,Chemicals,listed,2022-01-01,,,,,,,,,,,53.5,Weak IPO,Low,expansion_db,IN
J.S.W. Energy Ltd,JSWENERGY,NSE,Utilities,Electric Utilities,listed,2011-01-01,,,,,,,,,,,53.5,Weak IPO,Low,expansion_db,IN
Macobs Technologies Ltd,MACOBS,NSE,Technology,Software,listed,2024-01-01,,,,,,,,,,,53.5,Weak IPO,Low,expansion_db,IN
Hermes International,RMS,EURONEXT,Consumer Cyclical,Luxury Goods,listed,1993-01-01,,,,,,,,,,,53.5,Weak IPO,Low,expansion_db,FR
Jayesh Logistics,,BSE,,,listed,2025-11-03,,122.0,122.0,,165.0,,,106.0,,,53.4,Weak IPO,Low,ipo_data.json,
Snehaa Organics,,BSE,,,listed,2025-09-05,,122.0,122.0,,46.0,,,124.0,,,53.4,Weak IPO,Low,ipo_data.json,
Sadhav Shipping,,BSE,,,listed,2024-03-01,,85.0,85.0,,118.1,,,136.0,,,53.4,Weak IPO,Low,ipo_data.json,
C P S Shapers,,BSE,,,listed,2023-09-07,,171.0,171.0,,1000.0,,,39.0,,,53.4,Weak IPO,Low,ipo_data.json,
Vishnu Prakash R,,BSE,,,listed,2023-09-05,,99.0,99.0,,30.9,,,1234.0,,,53.4,Weak IPO,Low,ipo_data.json,
Safepoint Holdings,SFPT,NASDAQ,,,upcoming,2026-06-04,,15.00,17.00,,,$266.7M,,,,,53.4,Weak IPO,Low,ipos.json,USA
Adani Wilmar Ltd,AWL,NSE,Consumer Defensive,Food,listed,2022-01-01,,,,,,,,,,,53.4,Weak IPO,Low,expansion_db,IN
Anand Rathi Wealth Ltd,ANANDRATHI,NSE,Financial,Wealth Management,listed,2021-01-01,,,,,,,,,,,53.4,Weak IPO,Low,expansion_db,IN
V-Guard Industries Ltd,VGUARD,NSE,Consumer Cyclical,Consumer Electronics,listed,2007-01-01,,,,,,,,,,,53.4,Weak IPO,Low,expansion_db,IN
VST Industries Ltd,VSTIND,NSE,Consumer Defensive,Tobacco,listed,1995-01-01,,,,,,,,,,,53.4,Weak IPO,Low,expansion_db,IN
Compucom Software Ltd,COMPUSOFT,NSE,Technology,Software,listed,2007-01-01,,,,,,,,,,,53.4,Weak IPO,Low,expansion_db,IN
Pine Labs,PINELABS,BSE,,,listed,2025-11-14,,221.0,221.0,,144.47,"₹5,000 Cr",,25377.0,,,53.3,Weak IPO,Low,ipo_data.json,India
Apex Ecotech,,BSE,,,listed,2024-12-04,,73.0,73.0,,188.0,,,96.0,,,53.3,Weak IPO,Low,ipo_data.json,
Rosmerta Digital,,BSE,,,listed,2024-11-26,,,,,,,,780.0,,,53.3,Weak IPO,Low,ipo_data.json,
